Edad,D1_MaxD12m,DiasAtrasos_12m,AntiguedadSF_u24m,flg_Garantias,flg_SituacionLaboral,Default,flg_Clean
37,0.9967085,2,19,1,0,0,0
47,0.9748404,1,21,0,0,0,0
43,0.683254,2,19,0,1,0,0
44,0.001314,3,18,0,0,0,0
43,0.825694,2,12,1,1,0,0
38,0.0321333,3,21,1,1,0,0
25,0.00101785,3,19,0,1,1,0
45,0.8694519,1,23,0,0,0,0
42,0.9945057,2,22,1,1,0,0
41,0.003460998,3,18,0,0,0,0
37,0.2067541,2,21,0,1,1,0
39,0.08263554,0,17,0,1,0,0
45,0.04883826,2,20,0,0,0,0
34,0.5253784,5,23,0,0,0,0
42,0.9329122,2,23,1,0,1,0
39,0.4753221,2,23,0,0,0,0
48,0.9349736,2,21,0,1,0,0
40,0.2921766,2,18,0,1,1,0
47,0.000349954,3,21,0,1,0,0
49,0.9955493,2,23,0,0,0,0
43,0.2731301,1,21,0,0,0,0
53,0.4095104,1,23,0,1,0,0
31,0.9188451,3,21,0,0,1,0
44,0.3849643,3,24,0,0,0,0
31,2.64E-07,2,20,0,0,0,0
25,0.5707209,3,21,1,1,0,0
39,0.006073609,1,20,1,1,0,0
38,0.5602945,2,19,0,1,0,0
34,0.9834512,2,21,0,1,0,0
49,0.9949621,1,24,0,1,0,0
36,0.08217751,2,19,0,0,0,0
37,0.6579627,0,24,0,1,1,0
51,0.5538112,2,20,0,1,0,0
48,0.000448078,0,17,0,0,0,0
43,0.2419064,1,12,1,0,0,0
40,0.6261688,3,15,0,1,0,0
35,0.5631809,3,19,1,1,1,0
45,0.8416708,1,19,0,0,0,0
38,0.1652322,1,15,1,1,0,0
33,0.8891905,1,21,0,1,0,0
51,0.6866973,2,24,0,1,0,0
40,0.09059617,0,21,0,1,0,0
50,0.3823266,4,24,0,1,0,0
37,0.8808975,4,19,1,0,0,0
48,0.104884,2,21,0,0,0,0
43,0.1408157,1,23,0,1,0,0
47,0.05920331,3,24,0,0,0,0
32,0.9622542,1,23,1,0,0,0
45,0.596797,2,22,1,0,1,0
42,0.966237,1,18,1,1,1,0
40,0.273262,1,13,0,1,1,0
39,0.163874,3,16,0,1,0,0
33,0.03667606,0,13,0,0,0,0
42,0.09214925,2,22,1,1,0,0
41,0.3883556,2,21,0,1,1,0
39,0.8771584,0,23,0,1,0,0
38,0.06552573,2,19,0,1,0,0
33,0.6432848,1,21,1,1,0,0
42,0.000285802,4,15,0,0,0,0
42,0.4894324,1,20,0,0,0,0
45,0.9440505,2,23,0,1,0,0
38,0.6989183,2,24,0,1,0,0
42,0.003307833,0,20,0,1,0,0
49,0.02440544,5,24,0,1,0,0
31,0.09732545,1,19,0,1,0,0
32,0.5393752,1,22,0,1,0,0
40,0.004693108,2,24,0,0,0,0
28,0.5484777,2,24,0,1,1,0
46,0.2916059,2,21,0,1,0,0
51,0.08578692,1,20,0,1,0,0
41,0.7722771,1,22,0,1,0,0
40,0.7733792,3,24,0,0,0,0
52,0.8494599,1,23,0,1,0,0
32,0.09773987,2,21,0,0,0,0
40,0.1426181,0,18,0,0,0,0
41,0.000274821,1,20,0,1,0,0
33,0.9643579,5,11,1,1,0,0
36,0.1976813,4,24,0,1,0,0
33,0.01131301,1,20,0,0,1,0
37,0.04381546,1,17,1,1,0,0
47,0.02853741,4,22,1,1,0,0
31,0.783911,0,19,1,1,0,0
48,0.9760943,0,23,1,0,0,0
48,0.9900769,2,20,0,1,0,0
40,0.2557426,4,20,0,1,0,0
45,0.2109281,0,22,0,0,0,0
45,0.02520712,2,15,0,0,0,0
26,0.01555897,2,23,0,0,1,0
39,0.9598921,1,24,0,0,1,0
42,0.9247734,2,20,0,1,0,0
48,0.9981461,1,22,0,1,0,0
42,0.48576,4,21,0,0,1,0
37,0.8079365,0,16,0,1,0,0
48,0.9429055,2,20,0,1,1,0
36,0.9589175,4,24,0,1,0,0
37,0.1112715,0,17,0,1,0,0
39,0.5239681,3,23,0,1,1,0
30,0.8726677,3,17,0,0,0,0
34,0.09109838,2,22,0,0,0,0
36,0.7987751,2,24,0,0,1,0
32,0.9688527,2,21,0,1,0,0
30,0.7431526,1,23,0,0,0,0
41,0.4008597,2,15,0,1,0,0
33,0.6601971,1,24,1,0,0,0
46,0.1596761,3,21,0,1,0,0
44,0.2308262,1,20,0,0,1,0
36,0.2439479,2,24,0,1,0,0
34,0.9307387,4,23,0,0,0,0
41,0.006704921,2,24,0,1,0,0
41,0.9667844,4,13,0,0,1,0
45,0.06921225,1,21,0,1,0,0
35,0.008914408,3,16,1,0,0,0
39,0.5993472,2,12,0,1,0,0
36,0.7900634,5,15,1,1,0,0
30,0.2784488,2,23,0,1,1,0
39,0.5094544,0,23,0,0,0,0
40,0.7465326,1,16,0,1,0,0
32,0.1860615,3,22,0,1,0,0
35,0.9738266,1,22,0,1,0,0
50,0.4655184,7,22,0,1,0,0
49,0.01882926,1,18,0,0,0,0
33,0.01028074,1,23,0,0,0,0
36,0.9416519,1,21,0,1,0,0
32,0.06367228,1,24,0,1,0,0
49,0.6701642,3,21,1,1,0,0
39,0.06840995,1,22,0,0,0,0
36,0.5287809,1,20,1,1,0,0
34,0.2530066,3,19,0,0,0,0
41,0.9994591,2,23,0,1,0,0
32,0.9818696,1,22,0,0,0,0
42,0.8729893,1,20,0,1,0,0
33,0.96731,1,23,0,0,0,0
34,0.4213326,2,24,0,0,0,0
28,0.006417156,2,22,0,1,0,0
48,0.1445453,1,21,0,1,0,0
26,0.2307447,0,20,0,1,0,0
37,5.77E-08,1,20,1,1,0,0
41,0.2450321,2,24,0,1,0,0
45,0.1249707,4,24,1,1,0,0
46,0.9195393,2,19,0,1,0,0
39,0.8959727,1,21,0,0,0,0
36,0.9950832,4,20,1,1,0,0
46,0.07382618,1,24,0,1,0,0
44,0.6418949,3,14,1,1,0,0
45,0.4410098,1,20,0,1,0,0
35,0.9133756,2,20,0,0,1,0
45,0.01218442,4,24,0,1,0,0
45,0.6297845,6,21,0,1,0,0
46,0.01044046,1,24,0,1,0,0
42,0.009124081,3,18,0,1,0,0
34,0.5642986,1,24,1,0,0,0
41,0.5552803,1,20,0,1,0,0
44,0.5046216,1,20,0,1,0,0
37,0.7751996,5,20,0,1,1,0
43,0.340674,2,21,0,0,0,0
32,0.7992591,1,22,0,0,1,0
45,0.9647876,2,20,0,1,0,0
33,0.6747675,0,24,0,1,0,0
40,0.350219,4,13,0,1,0,0
35,0.5207129,1,19,0,0,0,0
42,0.2903605,4,23,0,0,0,0
43,0.8718969,1,24,0,1,0,0
29,0.4604252,2,24,0,1,1,0
39,0.001302883,2,21,0,1,0,0
42,0.1607313,1,24,0,1,0,0
50,0.993898,2,23,1,1,0,0
41,0.8809121,1,22,0,1,0,0
42,0.3780563,3,18,0,0,1,0
38,0.9003148,2,20,1,1,0,0
25,0.04716427,3,13,1,1,0,0
33,0.2484906,0,20,0,0,1,0
28,0.2834096,3,16,1,0,1,0
46,0.9972481,3,22,0,0,0,0
48,0.1639042,1,22,0,1,0,0
41,0.1583581,2,17,0,1,0,0
30,0.8534477,2,23,0,0,0,0
44,0.4589167,1,16,0,0,0,0
34,0.3243688,1,24,1,0,0,0
45,0.3822898,1,23,1,1,0,0
42,0.9832506,2,24,0,0,0,0
30,0.9878178,5,23,0,1,0,0
38,0.3369515,1,18,0,1,0,0
39,0.494829,2,23,1,0,0,0
53,0.06487205,3,20,0,1,1,0
40,0.1095607,3,23,0,0,1,0
38,0.004029299,3,21,0,1,0,0
37,0.05205077,1,22,1,1,0,0
40,0.9748203,2,20,0,1,0,0
39,0.7172797,3,18,0,0,1,0
34,0.9736412,2,24,0,1,1,0
39,0.9814562,2,24,0,0,1,0
29,0.004103336,5,23,1,0,0,0
45,0.6394203,2,23,0,1,0,0
39,0.08043512,1,24,1,0,0,0
45,0.03198956,2,20,0,1,0,0
37,0.310174,1,23,0,1,0,0
42,0.2951946,1,23,0,1,0,0
47,0.9880155,1,17,0,0,0,0
44,0.6383241,3,20,0,1,0,0
35,0.9885744,5,20,0,1,0,0
54,0.9197281,1,22,0,1,1,0
36,0.6438601,2,24,0,0,0,0
32,0.07327979,4,23,0,1,0,0
37,0.6241335,2,23,0,1,0,0
35,0.2174566,4,23,0,0,0,0
36,0.05788536,0,24,0,1,0,0
49,0.06389782,1,23,0,1,0,0
38,0.240008,4,22,0,1,0,0
38,0.112167,2,14,0,1,0,0
51,0.002707137,0,22,0,1,0,0
39,0.05141872,3,23,0,1,0,0
32,0.8616985,1,15,1,0,0,0
42,0.004594452,3,23,1,0,0,0
34,0.9936213,2,15,0,1,0,0
31,0.000668117,0,17,0,0,0,0
35,0.000315241,3,21,0,1,0,0
34,0.4533202,3,21,0,1,1,0
40,0.1883457,1,23,1,1,0,0
47,0.9901829,1,24,1,0,0,0
48,0.3680143,1,13,0,1,0,0
28,0.8466051,4,24,1,1,0,0
28,0.007815048,0,20,1,0,0,0
35,0.7516042,0,23,0,0,0,0
35,0.5315805,4,24,0,0,0,0
26,0.0167924,1,21,0,1,0,0
34,0.02364375,1,12,0,1,0,0
42,0.1200354,1,23,0,1,0,0
37,0.01403845,2,22,1,0,0,0
37,0.9111477,1,18,0,1,0,0
26,0.9918788,1,24,0,1,0,0
48,0.9842664,1,23,0,1,0,0
33,0.2564524,0,22,1,1,0,0
48,0.5333165,2,21,0,1,0,0
34,0.7323187,3,22,0,0,0,0
39,0.9976862,2,23,0,1,0,0
37,0.04154156,3,15,1,1,0,0
39,0.4247661,1,21,0,0,1,0
48,0.9547708,2,19,1,0,1,0
38,0.001728289,1,17,1,1,0,0
45,0.04853815,0,18,0,0,0,0
52,0.3982965,1,20,0,0,0,0
51,0.9995117,2,20,0,0,0,0
34,0.02372386,4,16,1,0,0,0
35,0.4464905,1,22,0,0,0,0
35,0.9913202,3,17,1,1,0,0
39,0.9999788,3,24,0,1,0,0
38,0.8980931,3,18,0,1,0,0
41,0.9963761,4,24,0,1,0,0
41,0.1407136,2,23,0,1,0,0
42,0.1423198,1,24,0,1,0,0
34,0.882132,7,12,0,0,1,0
43,0.01124991,0,24,0,1,0,0
47,0.1960039,1,23,0,0,0,0
61,0.5549405,5,23,0,1,0,0
45,0.2866793,1,21,0,0,0,0
32,0.9619008,1,24,0,0,0,0
48,0.4553915,2,24,1,1,1,0
37,0.9922251,2,24,0,1,1,0
39,0.8027525,3,24,1,1,0,0
33,0.9992331,4,23,0,0,1,0
41,0.913158,4,21,1,0,0,0
31,0.653145,1,19,0,1,0,0
37,0.9563629,1,16,0,1,1,0
41,0.4919823,2,21,0,1,1,0
32,0.002821689,3,18,0,1,0,0
35,0.1107489,0,24,1,1,0,0
38,0.9737572,2,24,0,0,0,0
43,0.763229,4,23,0,1,0,0
43,0.1243465,0,22,1,1,0,0
46,0.6044376,0,17,0,1,0,0
37,0.045074,3,19,1,1,0,0
40,0.665181,2,10,0,1,0,0
45,0.06820692,2,24,0,0,1,0
41,0.1246105,0,24,0,1,0,0
39,0.02881463,2,23,1,1,0,0
48,0.09064644,2,23,0,1,0,0
34,0.09551567,2,23,0,1,1,0
50,0.7653312,2,14,1,0,0,0
51,0.7529197,3,20,0,1,0,0
43,0.9143287,1,23,0,1,0,0
32,0.276797,1,23,0,1,0,0
29,0.3911145,2,16,0,1,0,0
39,0.4223066,2,23,1,1,0,0
36,0.07162662,2,21,1,1,0,0
36,0.1799803,0,21,0,1,1,0
41,0.4595939,1,24,0,1,0,0
32,0.9366337,0,19,1,1,1,0
41,0.3963259,0,24,0,1,0,0
49,0.0268825,2,19,0,1,0,0
39,0.9614353,2,21,0,1,0,0
34,0.9440653,2,23,0,0,0,0
45,0.7055023,1,13,0,1,0,0
39,0.5226122,1,23,0,1,0,0
40,0.9402116,1,22,0,1,0,0
42,0.9904998,2,24,0,1,0,0
43,0.9623501,1,20,1,1,0,0
43,0.001493511,1,23,0,1,0,0
41,0.01638918,1,24,0,0,0,0
38,0.7125979,1,24,0,0,0,0
51,0.2660969,1,24,0,0,0,0
35,0.2539491,3,23,0,1,0,0
46,0.1392989,3,22,1,1,0,0
37,0.1653426,1,22,0,1,0,0
38,0.7072916,4,18,0,1,0,0
45,0.1787948,2,21,1,1,0,0
36,0.9324053,0,16,0,1,0,0
36,0.3411713,4,22,1,1,0,0
30,0.457974,4,18,0,1,1,0
37,0.9867213,3,23,0,1,0,0
40,0.4148119,2,23,0,0,0,0
31,0.9754957,4,19,0,1,1,0
39,0.863401,3,21,0,1,0,0
31,0.2023506,6,21,0,1,1,0
49,0.1204404,1,23,0,1,0,0
44,0.9174436,1,22,0,1,0,0
34,0.4182535,6,24,0,0,0,0
37,0.3858883,3,24,0,1,0,0
36,0.980799,3,24,0,1,1,0
45,0.9603854,0,20,1,1,0,0
40,0.1555459,5,23,0,1,0,0
37,0.07579762,5,24,0,1,0,0
47,0.09356156,2,24,0,1,0,0
42,0.4442048,2,20,0,1,0,0
37,0.6787785,3,16,0,0,0,0
43,0.4324176,2,22,0,0,0,0
39,0.5604131,3,19,0,1,0,0
44,0.416096,1,24,0,0,1,0
38,0.8693068,2,19,0,1,1,0
39,0.002617763,1,22,0,1,0,0
36,0.000104635,2,19,0,0,0,0
31,0.3414177,2,23,0,0,1,0
37,0.7514318,2,23,0,1,0,0
38,0.007971634,4,22,0,1,0,0
34,0.9971943,2,15,0,1,1,0
39,0.8068664,3,24,0,1,0,0
37,0.56007,1,21,0,1,0,0
43,0.7888819,2,17,0,0,0,0
41,0.8013456,1,20,0,1,0,0
42,0.7094919,3,19,0,0,1,0
44,0.9846849,1,24,0,0,0,0
46,0.08231927,2,22,0,1,1,0
37,0.5095232,1,24,0,1,0,0
35,0.5917067,1,24,0,1,0,0
35,0.04927657,2,22,0,0,0,0
53,0.4961606,2,15,1,0,0,0
37,0.06105119,3,19,0,1,0,0
47,0.9316443,1,22,1,1,0,0
34,0.1967674,2,20,0,1,0,0
42,0.9968463,2,18,0,1,1,0
39,0.2662047,1,24,0,1,0,0
35,0.01219136,1,15,0,1,0,0
38,0.392168,1,14,0,1,0,0
38,0.9970971,1,24,0,1,0,0
40,0.007828874,1,19,0,1,0,0
46,0.7941076,1,21,1,0,0,0
30,0.4818767,1,22,0,1,0,0
43,0.9925304,2,21,1,0,0,0
34,0.2751091,3,24,0,1,0,0
38,0.9509792,4,24,0,1,0,0
37,0.3502699,1,24,1,1,0,0
37,0.9972158,2,22,1,1,0,0
54,0.308266,1,23,0,1,0,0
45,0.2522346,1,23,0,1,0,0
44,0.04896661,4,20,1,1,0,0
46,0.0122158,2,18,0,1,0,0
35,0.9943725,1,22,0,1,0,0
44,0.0637624,2,24,0,0,1,0
37,0.02144461,0,24,0,1,0,0
37,0.5372552,1,24,1,1,0,0
36,0.5791642,3,21,0,1,0,0
42,0.0211123,2,19,0,1,0,0
37,0.9276682,0,20,0,1,1,0
29,0.9596093,2,17,0,1,1,0
41,0.008757558,1,8,0,1,0,0
44,0.742872,1,22,0,1,0,0
39,0.8745616,2,22,1,1,0,0
55,0.01018709,1,20,0,1,0,0
31,0.5022444,2,23,0,1,0,0
46,0.3938033,4,21,0,0,1,0
30,0.4219476,3,20,0,0,0,0
48,0.09405628,2,24,0,0,0,0
47,0.07359633,0,17,0,1,0,0
37,0.2219559,0,24,0,1,0,0
40,0.2014891,1,22,0,1,0,0
40,0.1955619,1,24,0,0,0,0
43,0.7967734,3,21,0,0,0,0
39,0.000748133,1,19,0,0,0,0
29,0.000329003,0,23,1,1,0,0
40,0.6970976,2,24,1,1,0,0
43,4.08E-06,4,16,0,1,0,0
43,0.9970964,1,14,1,1,0,0
43,0.3532587,3,24,0,1,0,0
35,0.2626059,3,24,1,1,0,0
45,0.996209,1,23,0,1,0,0
38,0.006044503,0,22,0,1,0,0
33,0.8860843,5,20,0,1,1,0
30,0.1903306,0,18,0,1,0,0
36,0.07338994,6,23,1,1,0,0
54,0.02713105,1,14,1,0,1,0
36,0.3722997,1,24,0,1,0,0
34,0.6527301,1,21,1,1,0,0
35,0.235927,3,17,0,1,0,0
35,0.3085703,1,24,0,1,0,0
37,0.01031369,1,24,1,1,0,0
34,0.9764198,2,24,0,0,0,0
55,0.8942145,1,23,1,1,0,0
39,0.9983125,1,24,0,1,0,0
44,0.02830532,5,23,0,0,0,0
58,0.9657905,1,21,0,1,0,0
39,0.9831256,0,16,1,1,0,0
51,0.1627744,2,22,1,1,0,0
48,0.3162427,1,22,0,1,0,0
44,0.009757683,4,23,1,0,0,0
37,0.1708547,4,15,0,1,0,0
38,0.1165948,7,16,1,1,0,0
48,0.4111161,1,23,0,0,0,0
30,0.8557187,3,22,0,1,1,0
41,0.5018726,4,19,0,0,0,0
46,0.6779521,3,23,0,1,0,0
52,0.2080554,1,21,0,0,0,0
42,0.8459858,1,24,1,0,0,0
35,0.7972353,3,23,0,1,0,0
41,0.7295542,3,24,0,1,1,0
52,0.8047746,1,9,0,0,1,0
48,0.4554621,3,17,0,1,0,0
43,0.02287441,3,23,0,0,0,0
41,0.002269576,2,18,0,1,0,0
40,0.4679049,2,23,0,1,0,0
47,0.8091485,3,24,0,0,0,0
25,0.105263,1,24,0,1,0,0
41,0.9493672,2,24,0,1,0,0
36,0.438158,2,23,0,1,0,0
31,0.7914202,1,15,0,0,0,0
45,0.01903715,0,24,0,0,0,0
51,0.2074483,0,21,0,0,0,0
32,0.4858971,2,21,0,1,0,0
34,0.0292437,0,19,0,1,0,0
44,0.2103824,3,24,0,1,0,0
48,0.563819,5,20,0,0,1,0
37,0.01868702,3,24,0,0,0,0
57,0.8198296,1,24,0,1,1,0
38,0.1067932,2,23,0,0,0,0
52,0.000690991,1,19,0,0,0,0
35,0.00303949,1,24,0,1,0,0
49,0.6789288,4,21,0,1,0,0
48,0.7598482,2,24,1,0,0,0
45,0.635941,3,17,0,1,0,0
37,0.9979011,0,16,1,1,0,0
39,0.2526778,1,24,0,1,0,0
40,0.61077,2,24,1,1,0,0
31,0.5952266,5,23,1,1,0,0
53,0.07080324,0,22,0,1,0,0
27,0.9012396,1,14,0,1,1,0
47,0.3921219,1,21,0,0,0,0
36,0.000739742,3,20,0,0,0,0
46,0.02492978,1,24,1,1,0,0
41,0.004003589,3,20,1,1,0,0
56,0.899475,1,24,0,1,0,0
39,0.3457883,2,20,1,1,0,0
50,0.9507355,2,18,0,0,0,0
38,0.5039316,1,9,0,1,0,0
49,0.08948995,1,14,0,1,1,0
43,0.0608133,5,17,0,0,0,0
40,0.6323943,4,21,0,1,0,0
52,0.717692,3,24,0,1,1,0
46,0.3011667,1,24,0,0,0,0
38,0.611225,3,24,0,1,0,0
45,0.02255389,2,21,0,1,0,0
45,0.7498411,1,22,0,1,0,0
49,0.4483998,5,22,0,0,1,0
28,0.01913438,3,24,0,1,1,0
47,0.5911068,3,23,0,0,0,0
29,0.04097575,1,22,0,0,0,0
33,0.6956381,2,17,1,1,0,0
42,0.002522353,1,24,0,1,0,0
33,0.9950054,1,12,0,1,1,0
40,0.9999095,3,23,0,1,0,0
48,0.4846979,1,21,0,0,0,0
43,0.1969434,1,21,1,0,0,0
33,0.09368815,3,24,0,1,0,0
38,0.7025198,3,19,1,1,1,0
44,0.9964252,1,12,0,1,0,0
53,0.9957138,2,17,1,1,0,0
41,0.407266,4,20,0,0,1,0
38,0.9658685,1,21,0,0,0,0
38,0.09256485,1,19,0,1,0,0
41,0.8670406,2,22,0,0,1,0
33,0.09053366,0,18,1,1,0,0
35,0.4682493,4,18,0,1,0,0
31,0.4278699,6,18,0,1,0,0
46,0.9627216,7,24,0,1,0,0
32,0.7362891,1,22,0,1,0,0
50,0.01503701,3,19,0,1,0,0
47,0.000878954,2,14,0,0,0,0
30,0.6630097,0,22,1,1,0,0
43,0.9868837,2,23,0,1,1,0
41,0.8553797,1,20,0,0,0,0
36,0.434096,1,20,0,1,0,0
34,0.9681978,2,21,0,0,0,0
41,0.7938882,2,24,0,1,0,0
33,0.5167918,3,21,0,1,0,0
40,0.04728686,2,22,0,0,0,0
46,0.8855735,6,24,0,0,0,0
33,0.01190901,5,22,1,1,0,0
41,0.000109473,5,17,0,1,0,0
39,0.9114388,1,22,0,0,1,0
27,0.1480262,2,18,0,1,0,0
38,0.01739655,3,23,0,0,0,0
35,0.2000351,1,21,0,1,0,0
31,0.1155438,7,24,0,1,0,0
31,0.9534708,3,16,1,1,1,0
35,0.9542579,2,20,0,0,1,0
50,0.5937965,3,24,0,1,0,0
42,0.3218434,1,23,0,1,0,0
45,0.743388,2,22,0,0,0,0
40,0.5283732,1,24,0,0,0,0
44,0.3840261,2,22,0,1,0,0
56,0.4353217,3,13,0,0,0,0
48,0.02765419,0,19,0,1,0,0
36,0.4123589,4,21,1,1,0,0
39,0.2713515,3,24,0,1,0,0
33,0.3518666,2,22,0,0,1,0
41,0.06857707,0,24,0,0,0,0
39,0.8645069,2,23,0,0,0,0
33,0.5766176,1,18,1,0,0,0
34,0.9806972,1,21,0,1,0,0
30,0.4678309,3,22,0,1,0,0
42,0.9923232,1,23,0,1,0,0
38,0.119809,2,24,0,0,0,0
44,0.8318685,2,20,0,0,0,0
47,0.1274901,1,22,1,1,0,0
41,0.9419956,1,21,0,0,0,0
41,7.16E-05,1,22,0,1,0,0
52,0.2507082,3,24,0,1,1,0
45,0.7781941,2,23,1,1,0,0
40,0.4854585,1,20,0,1,0,0
36,0.2394649,3,16,0,1,0,0
40,0.7109869,0,24,0,1,0,0
27,0.1019122,1,16,0,1,0,0
48,0.1636605,3,24,1,0,0,0
43,0.6560158,3,19,0,0,0,0
38,0.04006738,4,22,0,0,0,0
38,0.9999317,0,19,0,0,0,0
51,0.01569928,3,20,0,1,0,0
31,0.004499491,1,24,0,0,0,0
47,0.6081589,3,23,0,0,0,0
28,0.2149373,3,16,0,1,0,0
47,0.8066272,2,20,0,1,0,0
31,0.9919668,4,17,0,0,1,0
40,0.0491284,8,13,0,1,1,0
44,0.01685844,4,23,1,1,0,0
50,0.148512,0,24,0,0,0,0
45,0.9209572,1,24,0,0,0,0
40,0.09143974,1,23,0,0,0,0
49,0.9166724,0,24,0,1,1,0
41,0.2514438,4,23,0,1,0,0
44,0.8397778,2,14,0,1,0,0
36,0.4634778,2,22,0,0,0,0
46,0.08989352,1,23,0,1,0,0
37,0.01252492,1,23,0,1,0,0
32,0.03039045,0,21,0,1,0,0
42,0.9732603,2,22,0,0,1,0
39,0.6713745,4,20,0,0,0,0
33,0.9984021,2,23,0,1,0,0
42,0.6388446,2,24,1,1,0,0
43,0.9955011,1,24,0,1,0,0
44,0.1676977,3,23,0,0,0,0
32,0.2776091,1,21,1,1,0,0
34,0.8729005,1,21,1,1,0,0
45,0.1555727,0,21,1,0,0,0
43,0.8917538,2,17,0,1,0,0
34,0.1777582,1,19,0,1,0,0
47,0.05399283,3,24,0,1,0,0
41,0.02773904,3,22,0,1,0,0
46,0.07568655,1,15,0,1,0,0
44,0.5120388,2,21,0,1,0,0
54,0.9844426,1,23,1,1,0,0
33,0.2214089,2,21,0,1,0,0
45,0.6953815,2,21,0,1,0,0
32,0.9993363,2,15,0,1,1,0
33,0.02517539,2,23,0,1,0,0
36,0.4034715,2,22,0,1,1,0
44,0.8244841,2,18,0,0,0,0
29,0.7961146,3,22,0,1,0,0
37,0.05363376,1,24,0,1,0,0
41,0.4677086,2,19,0,1,0,0
37,0.9871222,1,20,0,1,1,0
37,0.3392049,2,15,0,1,0,0
43,0.1313322,1,23,0,1,0,0
30,0.2028018,3,24,0,1,0,0
40,0.02049885,2,24,0,0,0,0
35,0.8092679,1,22,1,1,0,0
45,0.8293474,2,24,1,1,0,0
38,0.2530419,2,23,0,1,0,0
36,0.0175336,2,23,0,0,1,0
51,0.6476614,1,24,0,0,0,0
50,0.9171738,3,21,0,1,0,0
38,0.4913886,2,24,0,1,0,0
48,0.119927,4,21,0,0,0,0
48,0.2840993,1,19,0,1,0,0
40,0.05161064,3,19,0,1,0,0
41,0.1904051,4,22,0,1,1,0
42,0.8640082,3,24,1,0,0,0
42,0.7660434,1,18,0,1,0,0
39,0.04008333,3,10,0,0,1,0
32,0.6232345,2,20,1,1,0,0
36,0.8859081,1,23,0,1,0,0
37,0.1969068,3,23,1,1,0,0
41,0.9323653,2,18,0,0,1,0
24,0.4401674,1,21,0,0,0,0
39,0.8411792,2,23,0,0,0,0
41,0.6926841,4,20,0,0,0,0
39,0.6469014,1,18,0,1,0,0
35,0.7903908,2,24,0,1,0,0
39,0.5667307,0,22,1,1,0,0
39,0.2897029,0,23,0,1,0,0
34,0.7013306,1,22,0,1,0,0
43,0.763009,0,19,0,1,0,0
40,0.9290835,2,16,1,0,1,0
30,0.5790929,2,24,0,0,0,0
35,0.358008,1,22,0,1,0,0
43,0.9094103,0,14,0,1,1,0
38,0.9991216,4,24,0,1,0,0
51,0.9710689,3,24,0,0,0,0
41,0.8937666,1,23,0,1,0,0
45,0.491908,1,20,1,1,0,0
25,9.03E-05,3,21,0,1,0,0
40,0.9638921,3,23,0,1,0,0
50,0.9622532,4,24,1,1,0,0
34,0.04454083,0,12,0,1,0,0
36,0.6626697,0,23,0,1,0,0
38,0.991986,2,12,0,0,1,0
52,0.9124708,5,23,0,1,0,0
51,0.999985,2,14,1,1,0,0
40,0.8279597,3,24,0,1,1,0
47,0.8516967,1,19,0,1,0,0
51,0.8178264,3,22,1,1,0,0
37,0.1949483,1,16,0,1,0,0
38,0.7149002,1,15,0,1,0,0
38,0.2798205,2,17,1,0,0,0
38,0.407479,2,23,0,1,0,0
44,0.7152971,2,22,0,1,0,0
29,0.4057463,2,17,0,0,0,0
38,0.7862129,1,24,0,0,1,0
50,0.8355265,1,14,1,1,0,0
32,0.2096998,3,23,0,1,0,0
38,0.540422,3,20,0,0,1,0
29,0.9782334,4,21,1,1,0,0
33,0.1445928,1,24,1,0,0,0
28,0.8863865,2,23,0,1,1,0
41,0.3374479,2,23,0,0,1,0
36,0.1731337,5,22,0,1,0,0
30,0.2156796,2,21,0,1,0,0
44,0.8420739,1,23,0,1,0,0
31,0.5830426,1,23,0,1,0,0
34,0.4796255,3,23,1,0,0,0
38,0.987006,2,24,0,1,0,0
48,0.0602469,3,21,0,0,0,0
38,0.08034056,1,20,1,1,0,0
43,0.05050349,1,20,0,1,0,0
42,0.3574303,2,21,0,1,0,0
49,0.03010901,2,20,0,1,0,0
33,0.2924396,2,23,0,0,0,0
43,0.9550427,5,20,0,1,0,0
38,0.6902499,2,17,0,0,1,0
48,0.9741527,1,24,0,1,0,0
31,0.9931216,2,21,0,1,0,0
35,0.4391933,2,24,0,1,0,0
36,0.1756339,2,21,0,0,0,0
35,0.1300902,1,16,1,0,0,0
43,0.2703244,6,15,0,1,1,0
56,0.3254177,2,21,0,1,0,0
43,0.807175,1,22,0,1,0,0
46,0.7350475,2,20,0,1,0,0
53,0.3662665,1,20,1,1,0,0
43,0.2267733,0,24,0,1,0,0
34,0.8623583,3,24,0,1,1,0
37,0.9491024,0,20,0,1,0,0
36,0.9998394,2,23,1,1,0,0
50,0.6261794,1,19,0,0,1,0
37,0.531307,1,24,1,0,0,0
39,0.06249721,1,12,1,0,1,0
51,0.08644009,1,24,0,1,0,0
39,0.000208186,2,24,0,0,1,0
51,0.2687436,1,23,0,1,0,0
35,0.3867744,1,21,0,1,0,0
53,0.3949053,0,13,1,0,0,0
30,0.5554382,2,18,0,0,0,0
52,0.3271941,2,23,1,1,0,0
40,0.8587777,1,19,0,1,0,0
45,0.7077223,1,24,0,1,0,0
38,0.7898229,5,23,0,1,0,0
33,0.002911134,2,13,1,1,1,0
27,0.008384213,2,23,0,0,0,0
43,0.9307495,1,22,0,0,1,0
29,0.08808148,1,20,1,1,1,0
45,0.01070819,1,21,0,1,0,0
35,0.726558,6,24,0,1,0,0
43,0.003936029,2,22,0,1,0,0
